"","hsa","nm","genes"
"1886","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGS"
"1887","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGT"
"1888","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGU"
"1889","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PGAP1"
"1890","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","MPPE1"
"1891","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)","PIGZ"
"1892","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","GPD1L"
"1893","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","GPD1"
"1894","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","GPD2"
"1895","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","GPAM"
"1896","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","GPAT2"
"1897","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","GPAT4"
"1898","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","GPAT3"
"1899","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","AGPAT1"
"1900","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","AGPAT2"
"1901","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","AGPAT3"
"1902","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","AGPAT4"
"1903","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","AGPAT5"
"1904","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LCLAT1"
"1905","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","MBOAT1"
"1906","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","MBOAT2"
"1907","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","GNPAT"
"1908","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","ADPRM"
"1909","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLPP1"
"1910","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLPP3"
"1911","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLPP2"
"1912","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LPIN1"
"1913","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LPIN3"
"1914","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LPIN2"
"1915","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLPP5"
"1916","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLPP4"
"1917","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKZ"
"1918","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKD"
"1919","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKI"
"1920","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKA"
"1921","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKE"
"1922","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKB"
"1923","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKH"
"1924","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKG"
"1925","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKQ"
"1926","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","DGKK"
"1927","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","CHPT1"
"1928","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","CEPT1"
"1929","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLD1"
"1930","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLD2"
"1931","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLD3"
"1932","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLD4"
"1933","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LCAT"
"1934","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G10"
"1935","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G2D"
"1936","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G2E"
"1937","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G3"
"1938","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G2F"
"1939","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G12A"
"1940","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G12B"
"1941","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G1B"
"1942","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G5"
"1943","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G2A"
"1944","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G2C"
"1945","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G4E"
"1946","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G4A"
"1947","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","JMJD7-PLA2G4B"
"1948","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G4B"
"1949","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G4C"
"1950","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G4D"
"1951","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G4F"
"1952","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G6"
"1953","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLB1"
"1954","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLAAT3"
"1955","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LPCAT2"
"1956","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LPCAT1"
"1957","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LPCAT4"
"1958","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LPCAT3"
"1959","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LYPLA1"
"1960","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA2G15"
"1961","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LYPLA2"
"1962","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PNPLA6"
"1963","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PNPLA7"
"1964","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","GPCPD1"
"1965","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","CHAT"
"1966","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","ACHE"
"1967","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","CHKA"
"1968","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","CHKB"
"1969","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PHOSPHO1"
"1970","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PCYT1B"
"1971","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PCYT1A"
"1972","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","SELENOI"
"1973","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","ETNK1"
"1974","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","ETNK2"
"1975","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PCYT2"
"1976","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","ETNPPL"
"1977","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PEMT"
"1978","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","CDS1"
"1979","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","CDS2"
"1980","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PLA1A"
"1981","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PTDSS1"
"1982","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PTDSS2"
"1983","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PISD"
"1984","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","PGS1"
"1985","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","CRLS1"
"1986","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","TAFAZZIN"
"1987","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","LPGAT1"
"1988","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","CDIPT"
"1989","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)","MBOAT7"
"1990","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","AGPS"
"1991","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLPP1"
"1992","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLPP3"
"1993","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLPP2"
"1994","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","SELENOI"
"1995","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","CHPT1"
"1996","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","CEPT1"
"1997","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PEDS1"
"1998","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PEDS1-UBE2V1"
"1999","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G10"
"2000","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G2D"
"2001","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G2E"
"2002","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G3"
"2003","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G2F"
"2004","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G12A"
"2005","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G12B"
"2006","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G1B"
"2007","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G5"
"2008","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G2A"
"2009","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G2C"
"2010","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G4E"
"2011","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G4A"
"2012","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","JMJD7-PLA2G4B"
"2013","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G4B"
"2014","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G4C"
"2015","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G4D"
"2016","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G4F"
"2017","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G6"
"2018","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLB1"
"2019","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLAAT3"
"2020","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","LPCAT4"
"2021","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","ENPP6"
"2022","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","ENPP2"
"2023","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","GDPD3"
"2024","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","GDPD1"
"2025","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","TMEM86B"
"2026","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLD1"
"2027","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLD2"
"2028","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLD3"
"2029","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLD4"
"2030","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","UGT8"
"2031","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","GAL3ST1"
"2032","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","LPCAT2"
"2033","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","LPCAT1"
"2034","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PAFAH1B1"
"2035","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PAFAH1B2"
"2036","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PAFAH1B3"
"2037","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PLA2G7"
"2038","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)","PAFAH2"
"2039","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G10"
"2040","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G2D"
"2041","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G2E"
"2042","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G3"
"2043","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G2F"
"2044","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G12A"
"2045","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G12B"
"2046","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G1B"
"2047","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G5"
"2048","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G2A"
"2049","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G2C"
"2050","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G4E"
"2051","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G4A"
"2052","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","JMJD7-PLA2G4B"
"2053","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G4B"
"2054","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G4C"
"2055","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G4D"
"2056","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G4F"
"2057","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLA2G6"
"2058","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLB1"
"2059","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PLAAT3"
"2060","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PTGS1"
"2061","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PTGS2"
"2062","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PTGES"
"2063","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PTGES2"
"2064","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PTGES3"
"2065","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","CBR1"
"2066","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","CBR3"
"2067","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PRXL2B"
"2068","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","TBXAS1"
"2069","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PTGDS"
"2070","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","HPGDS"
"2071","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","AKR1C3"
"2072","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","PTGIS"
"2073","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","ALOX5"
"2074","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","LTA4H"
"2075","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","CYP4F2"
"2076","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","CYP4F3"
"2077","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","LTC4S"
"2078","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","GGT1"
"2079","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","GGT5"
"2080","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","GPX6"
"2081","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","GPX7"
"2082","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","GPX2"
"2083","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","GPX3"
"2084","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","GPX1"
"2085","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","GPX5"
"2086","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","GPX8"
"2087","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","CYP2E1"
"2088","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","CYP2J2"
"2089","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","CYP2U1"
"2090","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","CYP2C19"
"2091","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","CYP4F8"
"2092","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)","ALOX12"
